Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
460,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.477832221,0.439278501,34.8789274,5524.145415
461,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.432911682,0.419851618,32.76315093,4920.136635
462,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.371183688,0.394606103,30.11060535,3834.574804
463,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.353235517,0.383470679,28.94869929,3626.366534
464,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.308856187,0.366977261,27.19065136,2946.926015
465,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.498261098,0.452630705,36.62496616,6037.686131
466,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.530916639,0.463152392,37.5842361,6595.901577
467,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.455340281,0.403129918,32.46181948,5403.69852
468,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.458530485,0.407126353,32.62780351,5498.460221
469,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.462752296,0.433844688,34.35665515,5203.876814
470,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.440365017,0.423763672,33.12590428,4694.608192
471,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.432419853,0.394168935,31.44841986,4952.013044
472,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.375383664,0.370480992,28.80786754,4290.964878
473,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.496636394,0.448972519,35.98855463,5920.487176
474,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.533820778,0.467852649,38.17659701,6731.618436
475,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.47973321,0.443962193,35.55511529,5636.308737
476,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.494199141,0.449871489,36.21076317,5773.625809
477,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.45682495,0.433081146,34.30007912,4966.779453
478,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,34,0.56,0.385503456,0.401275192,30.79561296,3998.054156
479,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.364564858,0.391617371,29.90851804,3723.523376
480,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.325920891,0.373748945,27.91944764,3276.362058
481,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.510102557,0.453994528,36.49496278,6115.947066
482,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.536899811,0.467854471,38.23520379,6747.597792
483,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.476364762,0.420400914,33.95797729,5867.997216
484,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.46082121,0.405976473,32.68039834,5628.882801
485,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.48180056,0.443504,35.39214139,5715.008404
486,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.470643424,0.437265704,34.70241183,5234.746964
487,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.442693354,0.398804938,31.85521692,5016.741592
488,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.384610827,0.376874346,29.3286186,4167.451239
489,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.506260198,0.453119748,36.54784977,6117.4759
490,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.539747718,0.470852882,38.60776797,6826.208733
491,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.483805569,0.445308404,35.72248781,5632.459174
492,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.519184034,0.460180133,37.30376378,6325.266131
493,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.467156853,0.435851115,34.48550991,5424.123512
494,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.386657299,0.40030353,30.68558673,4200.973747
495,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.394441163,0.402728888,31.0382623,4178.772056
496,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.340063353,0.381767872,28.76356526,3519.431306
497,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.50706065,0.450498441,36.04777028,6239.533493
498,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.541564813,0.470719039,38.54027918,7071.615319
499,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.463039338,0.408171177,32.69048728,5462.133945
500,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.473688611,0.416085184,33.60534043,5948.114471
501,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.476807761,0.438231396,34.74417997,5429.681612
502,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.483671436,0.442952601,35.37114225,5381.272664
503,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.455795758,0.409760795,32.74377319,5395.33158
504,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.402838656,0.379342921,29.83315835,4460.914573
505,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.502106031,0.451986086,36.3572405,6102.762823
506,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.511413154,0.454080207,36.54153349,6109.850467
507,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.467905283,0.437062839,34.69390641,5453.993821
508,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.492814967,0.446434723,35.61618557,5773.008415
509,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.447040787,0.425532717,33.3649925,4930.619033
510,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.372318474,0.394461774,30.13586876,3764.319732
511,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.363981224,0.388819023,29.52823594,3937.915393
512,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.320564713,0.372338285,27.71977169,3238.028147
513,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.497274998,0.450749828,36.36293728,5964.791108
514,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.527189908,0.463020067,37.62977375,6526.988187
515,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.459358436,0.41015323,33.07391322,5552.723871
516,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.460126356,0.407704613,32.81456057,5575.394471
517,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.466297848,0.434276914,34.33876109,5299.661325
518,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.449877074,0.42727728,33.52074419,4968.601171
519,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.429000524,0.391211231,31.07883034,4936.01177
520,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.370946044,0.364725785,28.23425966,3895.62684
521,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.498729997,0.448463132,35.88512085,5767.178357
522,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.477940817,0.41827206,33.97729329,6015.224564
523,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.49154744,0.448887241,36.03604274,5912.433762
524,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.488047919,0.442789316,35.20741312,5637.984297
525,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.463187081,0.433693695,34.31778045,5018.45303
526,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.379102775,0.39728943,30.35778147,4162.761559
527,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.378833119,0.395893563,30.29666322,4278.763209
528,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.340822336,0.379871916,28.43820263,3322.946202
529,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.50476135,0.451905492,36.41565722,6237.206052
530,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.532728714,0.466474508,38.0603745,6801.49205
531,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.450822025,0.401931944,32.31099546,5336.974729
532,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.475118209,0.418867231,34.0430221,5722.576764
533,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.47771355,0.439422701,34.87061011,5602.022929
534,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.473458531,0.437681481,34.72483444,5439.421503
535,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.426173511,0.388167887,30.79835142,4924.357362
536,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.384981338,0.373856466,29.08514833,4112.893488
537,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.520180895,0.460264893,37.25789282,6320.961115
538,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.532303678,0.464892019,37.78237359,6520.897596
539,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.496598201,0.447853006,35.82485206,5970.681858
540,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.504435443,0.452484359,36.43078186,6072.83443
541,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.460205797,0.431122059,33.94201411,5128.163506
542,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.40294843,0.409260571,31.70230081,4387.741853
543,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.404225284,0.407940293,31.60733169,4576.100711
544,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.334593591,0.377566465,28.28286806,3244.329258
545,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.518626455,0.460895865,37.45346655,6370.898867
546,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.53990422,0.468904437,38.34178123,7293.53617
547,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.469150447,0.415270878,33.59602928,5892.160998
548,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.461465413,0.405558182,32.60317761,6058.648764
549,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.492545864,0.447536765,35.88401108,5503.095831
550,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.480072982,0.440375173,34.97131513,5496.085062
551,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.459087683,0.406869398,32.70643359,5663.065794
552,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.398218446,0.381184884,29.80390835,4336.100956
553,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.494493206,0.445587455,35.56261102,5942.421625
554,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.521119725,0.457845739,36.94898618,6595.456285
555,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.474009658,0.439040667,34.89580066,5333.973572
556,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.498952193,0.448946243,36.01355721,6132.417383
557,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.442626748,0.424874062,33.28480863,5042.640339
558,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.386518419,0.399983862,30.65269019,4125.757119
559,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.36099568,0.388860282,29.55801912,3828.16556
560,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.32833671,0.37718413,28.21340501,3447.082101
561,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.496019026,0.445284233,35.48354994,6292.429621
562,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.533393093,0.465952713,37.87016972,6619.846953
563,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.458246439,0.405898222,32.59242207,5628.710525
564,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.451291733,0.400102144,31.92881551,5781.859649
565,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.4693892,0.433737787,34.13758465,5330.062031
566,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.447115975,0.425331523,33.31178956,4899.118995
567,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.429580755,0.391524096,31.10161493,4945.794431
568,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.38895631,0.376880162,29.28433587,4282.700632
569,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.509782413,0.455453173,36.81018683,6202.327017
570,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,1,0.1,0.523276949,0.459464772,37.20361319,6306.550622
571,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.479965751,0.437359742,34.53114233,5514.667479
572,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.509001253,0.455135389,36.69768447,6079.085257
573,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.454725217,0.427937649,33.55813441,5046.457343
574,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.392583006,0.401719969,30.80685608,4232.762305
575,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.383581787,0.395502524,30.27497178,3948.986911
576,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.343963231,0.381851426,28.79344014,3502.082918
577,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.498218761,0.450786211,36.39193423,6107.382466
578,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.5143032,0.454917386,36.6742427,6157.054843
579,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.465538066,0.419747673,33.84707944,5556.374604
580,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.464824509,0.408038131,32.66436708,5741.314175
581,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.484089347,0.442111609,35.27931173,5529.066137
582,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.468832886,0.436865942,34.62804711,5538.913011
583,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.439101795,0.398255665,31.86729396,5178.270314
584,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.397461189,0.382602075,29.97539813,4323.930991
585,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.517993775,0.461801728,37.62889677,6182.750871
586,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.542163836,0.471828735,38.70569591,7004.015537
587,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.496270554,0.448256199,35.89837298,5750.881068
588,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.519208599,0.459101737,37.07093657,6493.472526
589,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.476126065,0.437922725,34.66515546,5393.564335
590,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,34,0.56,0.420206355,0.417915449,32.71791783,4808.609022
591,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.400444088,0.403128905,31.08154655,4572.126366
592,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.350874635,0.384432592,29.05187144,3511.537898
593,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.506793789,0.45230956,36.43643589,6493.637124
594,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.529779854,0.463982188,37.77937909,6880.775896
595,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.462996546,0.405525072,32.79766623,5684.143505
596,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.452394363,0.401162763,32.02764698,5732.24032
597,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.4965362,0.451036893,36.28998253,6135.699979
598,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.479449351,0.43910209,34.86353984,5720.723161
599,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.451103585,0.402855862,32.40278346,5455.118908
600,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.38581266,0.375406416,29.13659362,4245.285732
601,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.490242145,0.443889013,35.43484314,5772.910164
602,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.523845567,0.460305334,37.27729673,6521.291119
603,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.476911433,0.438586418,34.77712169,5498.438442
604,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.502398084,0.453649741,36.60011315,6019.262475
605,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,24,0.39,0.454381334,0.42782472,33.55926075,5236.03334
606,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,34,0.56,0.395387929,0.403476889,31.06245643,4305.511821
607,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.386011221,0.397661192,30.5255093,4056.834271
608,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.334220017,0.377888031,28.28409524,3501.179921
609,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.514086408,0.456066643,36.83081961,6397.355689
610,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.510668562,0.452680279,36.3863589,6279.338501
611,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.458581988,0.408444733,32.78937613,5834.98164
612,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.46424992,0.409987805,33.0201908,5902.33288
613,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.477641079,0.439395296,34.89511705,5639.445205
614,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.461575073,0.431142084,34.0390339,5005.329973
615,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.41985138,0.383219703,30.22351864,4867.94772
616,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.408797854,0.389204379,30.73453761,4574.813873
617,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.506346175,0.452100321,36.3623002,6190.665974
